temperatura;int_arraial;dir_arraial;u_arraial;v_arraial;EkT_arraial;EkB_arraial;int_copa;dir_copa;u_copa;v_copa;EkT_copa;EkB_copa;elevacao
17.16;5.24;203.55;-4.8;-2.09;-0.13;1.77;0.57;353.65;0.57;-0.06;-0.02;2.51;-0.11
17.13;4.92;203.03;-4.53;-1.93;-0.12;1.77;0.73;356.18;0.73;-0.05;-0.02;2.47;-0.11
17.09;4.61;202.42;-4.26;-1.76;-0.12;1.76;0.89;357.79;0.89;-0.03;-0.02;2.41;-0.11
17.06;4.29;201.72;-3.99;-1.59;-0.11;1.74;1.04;358.89;1.04;-0.02;-0.03;2.34;-0.11
17.03;3.98;200.91;-3.72;-1.42;-0.11;1.71;1.19;359.69;1.19;-0.01;-0.03;2.25;-0.11
17;3.68;199.97;-3.46;-1.26;-0.1;1.68;1.34;0.29551;1.34;0.01;-0.04;2.16;-0.11
16.97;3.38;198.88;-3.19;-1.09;-0.09;1.64;1.47;0.76857;1.47;0.02;-0.04;2.06;-0.11
16.95;3.08;197.59;-2.94;-0.93;-0.08;1.6;1.61;11.477;1.61;0.03;-0.04;1.94;-0.1
16.93;2.8;196.08;-2.69;-0.78;-0.08;1.54;1.73;14.585;1.73;0.04;-0.05;1.82;-0.1
16.91;2.53;194.29;-2.45;-0.62;-0.07;1.48;1.85;17.185;1.85;0.06;-0.05;1.68;-0.1
16.89;2.27;192.15;-2.22;-0.48;-0.06;1.42;1.96;19.401;1.96;0.07;-0.05;1.54;-0.1
16.88;2.02;189.6;-1.99;-0.34;-0.06;1.34;2.06;21.326;2.06;0.08;-0.06;1.39;-0.1
16.87;1.79;186.54;-1.78;-0.2;-0.05;1.26;2.15;23.032;2.15;0.09;-0.06;1.24;-0.09
16.86;1.59;182.87;-1.58;-0.08;-0.04;1.17;2.23;24.573;2.23;0.1;-0.06;1.08;-0.09
16.86;1.4;178.49;-1.4;0.04;-0.04;1.07;2.3;25.994;2.3;0.1;-0.06;0.91;-0.09
16.85;1.24;173.31;-1.23;0.14;-0.03;0.97;2.36;27.334;2.36;0.11;-0.06;0.74;-0.08
16.86;1.1;167.33;-1.08;0.24;-0.03;0.86;2.41;28.623;2.41;0.12;-0.07;0.57;-0.08
16.86;1;160.67;-0.94;0.33;-0.03;0.74;2.45;29.891;2.45;0.13;-0.07;0.39;-0.07
16.87;0.91;153.62;-0.82;0.41;-0.02;0.62;2.48;31.162;2.48;0.14;-0.07;0.21;-0.07
16.88;0.86;146.63;-0.72;0.47;-0.02;0.5;2.5;32.461;2.5;0.14;-0.07;0.04;-0.07
16.89;0.82;140.25;-0.63;0.53;-0.02;0.37;2.51;3.381;2.51;0.15;-0.07;-0.14;-0.06
16.91;0.81;134.94;-0.57;0.57;-0.02;0.24;2.51;35.233;2.51;0.15;-0.07;-0.31;-0.06
16.93;0.8;131.05;-0.52;0.6;-0.02;0.11;2.5;36.752;2.5;0.16;-0.07;-0.48;-0.05
16.96;0.8;128.74;-0.5;0.62;-0.02;-0.02;2.48;38.391;2.47;0.17;-0.07;-0.64;-0.05
16.99;0.8;128.08;-0.49;0.63;-0.02;-0.16;2.45;40.175;2.44;0.17;-0.07;-0.8;-0.04
17.02;0.8;129.05;-0.51;0.62;-0.02;-0.29;2.41;42.132;2.4;0.18;-0.07;-0.95;-0.04
17.05;0.81;131.62;-0.54;0.61;-0.02;-0.42;2.36;44.291;2.35;0.18;-0.06;-1.09;-0.03
17.09;0.83;135.65;-0.59;0.58;-0.02;-0.56;2.3;46.685;2.29;0.19;-0.06;-1.23;-0.03
17.13;0.85;140.93;-0.66;0.54;-0.02;-0.68;2.24;49.353;2.23;0.19;-0.06;-1.35;-0.02
17.17;0.9;147.09;-0.75;0.49;-0.02;-0.81;2.16;52.338;2.15;0.2;-0.06;-1.47;-0.02
17.21;0.96;153.68;-0.86;0.43;-0.03;-0.93;2.08;55.689;2.07;0.2;-0.06;-1.57;-0.01
17.26;1.05;160.25;-0.99;0.35;-0.03;-1.04;2;59.466;1.99;0.21;-0.05;-1.66;-0.01
17.31;1.16;166.41;-1.13;0.27;-0.03;-1.15;1.91;63.738;1.9;0.21;-0.05;-1.74;0
17.37;1.3;171.93;-1.29;0.18;-0.04;-1.25;1.81;68.588;1.8;0.22;-0.05;-1.81;0
17.42;1.46;176.74;-1.46;0.08;-0.04;-1.34;1.71;74.115;1.7;0.22;-0.05;-1.86;0
17.48;1.64;180.83;-1.64;-0.02;-0.04;-1.43;1.61;80.441;1.59;0.23;-0.04;-1.9;0.01
17.54;1.85;184.29;-1.84;-0.14;-0.05;-1.5;1.51;87.712;1.49;0.23;-0.04;-1.92;0.01
17.61;2.07;187.19;-2.05;-0.26;-0.06;-1.57;1.4;96.114;1.38;0.23;-0.04;-1.93;0.01
17.67;2.3;189.63;-2.27;-0.38;-0.06;-1.62;1.3;10.587;1.27;0.24;-0.04;-1.93;0.02
17.74;2.54;191.69;-2.49;-0.52;-0.07;-1.66;1.19;11.727;1.17;0.24;-0.03;-1.91;0.02
17.81;2.8;193.42;-2.72;-0.65;-0.08;-1.69;1.09;13.068;1.06;0.25;-0.03;-1.88;0.02
17.88;3.06;194.9;-2.96;-0.79;-0.08;-1.71;0.98;14.654;0.95;0.25;-0.03;-1.84;0.02
17.95;3.33;196.16;-3.2;-0.93;-0.09;-1.72;0.88;16.545;0.85;0.25;-0.02;-1.78;0.02
18.02;3.6;197.24;-3.44;-1.07;-0.1;-1.71;0.79;18.816;0.75;0.25;-0.02;-1.71;0.03
18.09;3.87;198.17;-3.67;-1.21;-0.11;-1.69;0.7;21.56;0.65;0.26;-0.02;-1.62;0.03
18.17;4.14;198.97;-3.91;-1.34;-0.1;-1.65;0.62;24.896;0.56;0.26;-0.02;-1.53;0.03
18.25;4.4;199.68;-4.14;-1.48;-0.11;-1.61;0.54;28.962;0.47;0.26;-0.01;-1.42;0.03
18.32;4.66;200.29;-4.37;-1.62;-0.12;-1.55;0.47;33.909;0.39;0.26;-0.01;-1.31;0.03
18.4;4.91;200.83;-4.59;-1.75;-0.12;-1.47;0.41;39.869;0.31;0.26;-0.01;-1.18;0.03
18.48;5.16;201.3;-4.81;-1.87;-0.13;-1.39;0.36;46.889;0.25;0.26;-0.01;-1.05;0.03
18.56;5.39;201.72;-5.01;-1.99;-0.14;-1.29;0.32;54.836;0.19;0.26;-0.01;-0.91;0.03
18.64;5.61;202.1;-5.2;-2.11;-0.14;-1.18;0.29;63.31;0.13;0.26;-0.01;-0.76;0.02
18.72;5.81;202.43;-5.37;-2.22;-0.15;-1.06;0.28;71.666;0.09;0.26;-0.01;-0.61;0.02
18.8;6;202.73;-5.54;-2.32;-0.15;-0.93;0.26;79.187;0.05;0.26;-0.01;-0.45;0.02
18.88;6.17;203;-5.68;-2.41;-0.16;-0.79;0.26;85.29;0.02;0.26;-0.01;-0.29;0.02
18.96;6.33;203.25;-5.81;-2.5;-0.16;-0.63;0.25;89.63;0;0.25;-0.01;-0.13;0.02
19.04;6.46;203.47;-5.93;-2.57;-0.16;-0.47;0.25;92.042;-0.01;0.25;-0.01;0.03;0.01
19.12;6.57;203.67;-6.02;-2.64;-0.17;-0.31;0.25;92.439;-0.01;0.25;-0.01;0.19;0.01
19.2;6.66;203.86;-6.09;-2.7;-0.17;-0.13;0.24;90.737;0;0.24;-0.01;0.36;0.01
19.28;6.73;204.04;-6.15;-2.74;-0.17;0.05;0.24;86.834;0.01;0.24;-0.01;0.51;0
19.36;6.78;204.2;-6.18;-2.78;-0.17;0.23;0.24;80.693;0.04;0.24;-0.01;0.67;0
19.43;6.8;204.36;-6.2;-2.81;-0.17;0.42;0.24;72.519;0.07;0.23;-0.01;0.82;0
19.51;6.8;204.51;-6.19;-2.82;-0.17;0.6;0.25;62.949;0.12;0.23;-0.01;0.97;-0.01
19.58;6.78;204.66;-6.16;-2.83;-0.17;0.79;0.28;53.011;0.17;0.22;-0.01;1.11;-0.01
19.66;6.73;204.8;-6.11;-2.82;-0.17;0.98;0.31;43.745;0.23;0.22;-0.01;1.24;-0.01
19.73;6.66;204.95;-6.04;-2.81;-0.17;1.17;0.36;35.787;0.29;0.21;-0.01;1.36;-0.02
19.8;6.56;205.09;-5.94;-2.78;-0.17;1.35;0.42;29.304;0.37;0.21;-0.01;1.48;-0.02
19.87;6.45;205.24;-5.83;-2.75;-0.16;1.53;0.49;24.163;0.45;0.2;-0.01;1.59;-0.03
19.93;6.31;205.4;-5.7;-2.71;-0.16;1.71;0.57;20.128;0.54;0.2;-0.02;1.68;-0.03
20;6.15;205.56;-5.55;-2.65;-0.16;1.88;0.66;16.963;0.63;0.19;-0.02;1.77;-0.03
20.06;5.97;205.74;-5.38;-2.59;-0.15;2.04;0.75;14.469;0.73;0.19;-0.02;1.84;-0.04
20.13;5.77;205.94;-5.19;-2.52;-0.15;2.19;0.85;12.493;0.83;0.18;-0.02;1.91;-0.04
20.19;5.56;206.15;-4.99;-2.45;-0.14;2.34;0.96;10.918;0.94;0.18;-0.03;1.96;-0.05
20.25;5.32;206.38;-4.77;-2.37;-0.13;2.47;1.06;9.657;1.05;0.18;-0.03;2;-0.05
20.3;5.08;206.65;-4.54;-2.28;-0.13;2.59;1.18;86.435;1.16;0.18;-0.03;2.02;-0.05
20.36;4.81;206.94;-4.29;-2.18;-0.12;2.7;1.29;78.286;1.28;0.18;-0.04;2.03;-0.06
20.41;4.54;207.29;-4.03;-2.08;-0.11;2.8;1.41;71.749;1.4;0.18;-0.04;2.03;-0.06
20.46;4.25;207.68;-3.77;-1.98;-0.11;2.88;1.53;66.539;1.52;0.18;-0.04;2.01;-0.06
20.51;3.96;208.14;-3.49;-1.87;-0.11;2.95;1.65;62.435;1.64;0.18;-0.04;1.98;-0.07
20.56;3.66;208.68;-3.21;-1.75;-0.1;3;1.76;59.266;1.75;0.18;-0.05;1.94;-0.07
20.61;3.35;209.33;-2.92;-1.64;-0.09;3.04;1.88;56.902;1.87;0.19;-0.05;1.89;-0.07
20.65;3.03;210.12;-2.62;-1.52;-0.08;3.06;2;55.237;1.99;0.19;-0.05;1.82;-0.08
20.69;2.72;211.09;-2.33;-1.4;-0.07;3.07;2.11;54.191;2.1;0.2;-0.06;1.73;-0.08
20.74;2.4;212.31;-2.03;-1.28;-0.07;3.06;2.22;53.702;2.21;0.21;-0.06;1.64;-0.08
20.78;2.09;213.89;-1.73;-1.16;-0.06;3.04;2.32;53.721;2.31;0.22;-0.06;1.53;-0.08
20.81;1.78;216.01;-1.44;-1.04;-0.05;3;2.42;54.211;2.41;0.23;-0.07;1.41;-0.08
20.85;1.47;218.96;-1.14;-0.92;-0.04;2.94;2.52;55.146;2.51;0.24;-0.07;1.28;-0.08
20.89;1.17;223.35;-0.85;-0.81;-0.03;2.87;2.61;56.507;2.6;0.26;-0.07;1.14;-0.09
20.92;0.89;230.41;-0.57;-0.69;-0.02;2.79;2.69;58.282;2.68;0.27;-0.07;0.99;-0.09
20.96;0.64;243.03;-0.29;-0.57;-0.02;2.69;2.77;60.465;2.76;0.29;-0.08;0.83;-0.09
20.99;0.46;267.34;-0.02;-0.46;-0.01;2.59;2.84;63.058;2.82;0.31;-0.08;0.66;-0.09
21.02;0.42;304.61;0.24;-0.35;-0.01;2.46;2.9;66.065;2.88;0.33;-0.08;0.48;-0.09
21.05;0.55;334.04;0.49;-0.24;-0.01;2.33;2.96;69.497;2.94;0.36;-0.08;0.3;-0.09
21.08;0.74;349.64;0.73;-0.13;-0.02;2.19;3;7.337;2.98;0.38;-0.08;0.11;-0.09
21.11;0.96;358.12;0.96;-0.03;-0.03;2.04;3.04;77.705;3.01;0.41;-0.08;-0.08;-0.09
21.14;1.18;32.615;1.18;0.07;-0.03;1.88;3.07;82.527;3.04;0.44;-0.08;-0.28;-0.09
21.17;1.39;66.973;1.38;0.16;-0.04;1.71;3.09;8.787;3.05;0.47;-0.08;-0.48;-0.09
21.2;1.59;91.647;1.57;0.25;-0.04;1.54;3.1;9.377;3.06;0.5;-0.08;-0.68;-0.08
21.23;1.78;11.04;1.75;0.34;-0.05;1.36;3.1;10.027;3.05;0.54;-0.08;-0.89;-0.08
21.25;1.96;12.533;1.91;0.43;-0.05;1.18;3.09;10.744;3.04;0.58;-0.08;-1.09;-0.08
21.28;2.12;13.767;2.06;0.5;-0.06;0.99;3.07;11.532;3.01;0.61;-0.08;-1.3;-0.08
21.31;2.27;14.823;2.19;0.58;-0.06;0.8;3.05;12.399;2.98;0.65;-0.08;-1.5;-0.08
21.34;2.4;15.752;2.31;0.65;-0.07;0.61;3.01;13.354;2.93;0.7;-0.08;-1.7;-0.08
21.37;2.52;16.591;2.42;0.72;-0.07;0.43;2.97;14.408;2.88;0.74;-0.08;-1.9;-0.08
21.4;2.62;17.368;2.5;0.78;-0.07;0.24;2.92;15.57;2.81;0.78;-0.08;-2.09;-0.07
21.43;2.71;18.101;2.58;0.84;-0.07;0.05;2.86;16.856;2.73;0.83;-0.08;-2.28;-0.07
21.46;2.78;18.806;2.63;0.9;-0.08;-0.13;2.79;18.281;2.65;0.87;-0.08;-2.46;-0.07
21.49;2.84;19.496;2.68;0.95;-0.08;-0.31;2.71;19.864;2.55;0.92;-0.07;-2.63;-0.07
21.52;2.88;20.181;2.71;1;-0.08;-0.48;2.63;21.627;2.45;0.97;-0.07;-2.8;-0.06
21.55;2.91;20.869;2.72;1.04;-0.08;-0.65;2.55;23.596;2.33;1.02;-0.07;-2.96;-0.06
21.58;2.93;21.57;2.72;1.08;-0.08;-0.81;2.46;25.801;2.21;1.07;-0.07;-3.12;-0.06
21.61;2.93;22.29;2.71;1.11;-0.08;-0.97;2.36;28.277;2.08;1.12;-0.06;-3.26;-0.06
21.64;2.92;23.037;2.68;1.14;-0.08;-1.12;2.27;31.064;1.94;1.17;-0.06;-3.4;-0.05
21.67;2.89;23.818;2.65;1.17;-0.08;-1.27;2.17;34.206;1.8;1.22;-0.06;-3.52;-0.05
21.7;2.85;24.643;2.59;1.19;-0.08;-1.4;2.08;37.751;1.64;1.27;-0.06;-3.64;-0.05
21.74;2.81;25.519;2.53;1.21;-0.08;-1.53;1.98;41.748;1.48;1.32;-0.05;-3.75;-0.05
21.77;2.74;26.456;2.46;1.22;-0.07;-1.65;1.9;46.243;1.31;1.37;-0.05;-3.84;-0.04
21.8;2.67;27.467;2.37;1.23;-0.07;-1.76;1.82;51.268;1.14;1.42;-0.05;-3.93;-0.04
21.83;2.59;28.565;2.27;1.24;-0.07;-1.86;1.76;56.834;0.96;1.47;-0.05;-4;-0.04
21.87;2.5;29.767;2.17;1.24;-0.07;-1.96;1.7;62.912;0.78;1.52;-0.05;-4.06;-0.04
21.9;2.4;31.094;2.05;1.24;-0.07;-2.05;1.67;69.427;0.59;1.56;-0.05;-4.11;-0.04
21.93;2.29;32.573;1.93;1.23;-0.06;-2.12;1.66;76.249;0.39;1.61;-0.05;-4.15;-0.03
21.96;2.17;34.238;1.79;1.22;-0.06;-2.19;1.67;83.204;0.2;1.65;-0.05;-4.18;-0.03
21.99;2.04;36.134;1.65;1.2;-0.06;-2.26;1.7;90.096;0;1.7;-0.05;-4.19;-0.03
22.02;1.91;38.322;1.5;1.18;-0.05;-2.31;1.75;96.743;-0.21;1.74;-0.05;-4.19;-0.03
22.05;1.77;40.882;1.34;1.16;-0.05;-2.36;1.82;103;-0.41;1.78;-0.05;-4.18;-0.02
22.08;1.63;43.927;1.17;1.13;-0.04;-2.39;1.91;108.77;-0.62;1.81;-0.05;-4.16;-0.02
22.1;1.49;47.615;1;1.1;-0.04;-2.43;2.02;114.01;-0.82;1.85;-0.06;-4.13;-0.02
22.12;1.34;52.167;0.82;1.06;-0.04;-2.45;2.14;118.72;-1.03;1.88;-0.06;-4.09;-0.02
22.15;1.2;57.892;0.64;1.02;-0.03;-2.47;2.28;122.94;-1.24;1.91;-0.06;-4.03;-0.02
22.17;1.07;65.207;0.45;0.97;-0.03;-2.48;2.42;126.69;-1.44;1.94;-0.07;-3.96;-0.02
22.19;0.95;74.602;0.25;0.92;-0.03;-2.49;2.56;130.03;-1.65;1.96;-0.07;-3.88;-0.02
22.2;0.87;86.465;0.05;0.86;-0.02;-2.49;2.71;133.01;-1.85;1.98;-0.07;-3.79;-0.01
22.22;0.82;100.62;-0.15;0.8;-0.02;-2.48;2.87;135.68;-2.05;2;-0.08;-3.69;-0.01
22.23;0.82;115.87;-0.36;0.74;-0.02;-2.48;3.02;138.07;-2.25;2.02;-0.08;-3.58;-0.01
22.23;0.88;130.34;-0.57;0.67;-0.02;-2.46;3.18;140.22;-2.44;2.03;-0.09;-3.46;-0.01
22.24;0.99;142.63;-0.79;0.6;-0.03;-2.45;3.33;142.16;-2.63;2.05;-0.09;-3.32;-0.01
22.24;1.13;152.42;-1;0.52;-0.03;-2.43;3.49;143.92;-2.82;2.05;-0.1;-3.18;-0.01
22.24;1.3;160.03;-1.22;0.44;-0.04;-2.4;3.64;145.53;-3;2.06;-0.1;-3.03;-0.01
22.23;1.49;165.96;-1.45;0.36;-0.04;-2.38;3.78;146.99;-3.17;2.06;-0.1;-2.87;-0.01
22.22;1.69;170.63;-1.67;0.28;-0.05;-2.35;3.92;148.34;-3.34;2.06;-0.11;-2.7;-0.01
22.21;1.91;174.39;-1.9;0.19;-0.05;-2.32;4.06;149.58;-3.5;2.06;-0.1;-2.52;-0.01
22.19;2.13;177.45;-2.12;0.09;-0.06;-2.28;4.19;150.73;-3.65;2.05;-0.11;-2.33;-0.01
22.16;2.35;180;-2.35;0;-0.06;-2.25;4.31;151.79;-3.8;2.04;-0.11;-2.14;-0.01
22.14;2.58;182.14;-2.58;-0.1;-0.07;-2.21;4.43;152.78;-3.94;2.03;-0.11;-1.94;-0.01
22.1;2.81;183.98;-2.8;-0.19;-0.08;-2.17;4.54;153.7;-4.07;2.01;-0.11;-1.74;-0.01
22.07;3.04;185.56;-3.03;-0.29;-0.08;-2.12;4.63;154.56;-4.19;1.99;-0.12;-1.53;-0.01
22.02;3.28;186.93;-3.25;-0.4;-0.09;-2.08;4.73;155.37;-4.3;1.97;-0.12;-1.32;-0.01
21.98;3.51;188.14;-3.48;-0.5;-0.1;-2.03;4.81;156.14;-4.4;1.94;-0.12;-1.1;-0.01
21.92;3.74;189.21;-3.7;-0.6;-0.1;-1.98;4.88;156.85;-4.49;1.92;-0.12;-0.88;-0.01
21.87;3.97;190.16;-3.91;-0.7;-0.11;-1.93;4.94;157.53;-4.57;1.89;-0.12;-0.65;-0.02
21.8;4.2;191.01;-4.13;-0.8;-0.11;-1.88;4.99;158.17;-4.64;1.86;-0.13;-0.43;-0.02
21.74;4.43;191.77;-4.34;-0.9;-0.11;-1.82;5.04;158.78;-4.7;1.82;-0.13;-0.2;-0.02
21.66;4.65;192.46;-4.54;-1;-0.12;-1.76;5.07;159.35;-4.74;1.79;-0.13;0.02;-0.02
21.59;4.87;193.07;-4.74;-1.1;-0.12;-1.7;5.09;159.9;-4.78;1.75;-0.13;0.25;-0.02
21.5;5.08;193.63;-4.93;-1.2;-0.13;-1.64;5.1;160.42;-4.8;1.71;-0.13;0.47;-0.02
21.42;5.28;194.12;-5.12;-1.29;-0.13;-1.57;5.1;160.91;-4.82;1.67;-0.13;0.7;-0.02
21.32;5.48;194.57;-5.3;-1.38;-0.14;-1.5;5.09;161.38;-4.82;1.62;-0.13;0.92;-0.03
21.23;5.67;194.98;-5.48;-1.47;-0.14;-1.43;5.07;161.83;-4.81;1.58;-0.13;1.13;-0.03
21.13;5.85;195.34;-5.64;-1.55;-0.15;-1.35;5.03;162.26;-4.79;1.53;-0.13;1.35;-0.03
21.02;6.02;195.67;-5.8;-1.63;-0.15;-1.27;4.99;162.66;-4.76;1.49;-0.13;1.55;-0.03
20.91;6.18;195.96;-5.95;-1.7;-0.16;-1.19;4.93;163.05;-4.72;1.44;-0.12;1.76;-0.03
20.8;6.34;196.21;-6.08;-1.77;-0.16;-1.1;4.87;163.41;-4.67;1.39;-0.12;1.95;-0.04
20.68;6.48;196.44;-6.21;-1.83;-0.16;-1.01;4.79;163.75;-4.6;1.34;-0.12;2.15;-0.04
20.56;6.6;196.63;-6.33;-1.89;-0.17;-0.92;4.71;164.08;-4.53;1.29;-0.12;2.33;-0.04
20.44;6.72;196.8;-6.43;-1.94;-0.17;-0.82;4.61;164.38;-4.44;1.24;-0.12;2.51;-0.04
20.31;6.82;196.95;-6.53;-1.99;-0.17;-0.72;4.51;164.66;-4.35;1.19;-0.11;2.68;-0.05
20.18;6.91;197.07;-6.61;-2.03;-0.17;-0.61;4.39;164.92;-4.24;1.14;-0.11;2.85;-0.05
20.05;6.99;197.16;-6.68;-2.06;-0.18;-0.5;4.27;165.15;-4.12;1.09;-0.11;3.01;-0.05
19.92;7.05;197.24;-6.73;-2.09;-0.18;-0.38;4.13;165.36;-4;1.04;-0.1;3.16;-0.05
19.79;7.1;197.29;-6.78;-2.11;-0.18;-0.27;3.99;165.54;-3.86;1;-0.11;3.3;-0.05
19.66;7.13;197.32;-6.8;-2.12;-0.18;-0.15;3.84;165.69;-3.72;0.95;-0.1;3.43;-0.06
19.52;7.14;197.34;-6.82;-2.13;-0.18;-0.02;3.68;165.81;-3.57;0.9;-0.1;3.55;-0.06
19.39;7.15;197.33;-6.82;-2.13;-0.18;0.11;3.51;165.89;-3.41;0.86;-0.1;3.67;-0.06
19.25;7.13;197.31;-6.81;-2.12;-0.18;0.24;3.34;165.92;-3.24;0.81;-0.09;3.78;-0.06
19.12;7.1;197.27;-6.78;-2.11;-0.18;0.37;3.16;165.9;-3.06;0.77;-0.09;3.88;-0.06
18.98;7.05;197.22;-6.74;-2.09;-0.18;0.51;2.97;165.83;-2.88;0.73;-0.08;3.96;-0.06
18.85;6.99;197.15;-6.68;-2.06;-0.18;0.64;2.77;165.68;-2.69;0.69;-0.08;4.04;-0.06
18.72;6.92;197.06;-6.61;-2.03;-0.17;0.78;2.57;165.44;-2.49;0.65;-0.07;4.11;-0.07
18.59;6.83;196.96;-6.53;-1.99;-0.17;0.92;2.37;165.09;-2.29;0.61;-0.06;4.17;-0.07
18.46;6.72;196.84;-6.43;-1.95;-0.17;1.06;2.16;164.59;-2.08;0.57;-0.06;4.22;-0.07
18.34;6.6;196.72;-6.32;-1.9;-0.17;1.2;1.95;163.9;-1.87;0.54;-0.05;4.26;-0.07
18.22;6.47;196.57;-6.2;-1.84;-0.16;1.34;1.73;162.95;-1.66;0.51;-0.05;4.29;-0.07
18.1;6.32;196.42;-6.06;-1.79;-0.16;1.47;1.52;161.62;-1.44;0.48;-0.04;4.31;-0.07
17.99;6.16;196.25;-5.91;-1.72;-0.16;1.61;1.3;159.73;-1.22;0.45;-0.04;4.31;-0.07
17.87;5.99;196.07;-5.76;-1.66;-0.15;1.74;1.08;156.93;-0.99;0.42;-0.03;4.31;-0.07
17.77;5.81;195.88;-5.59;-1.59;-0.15;1.87;0.87;152.58;-0.77;0.4;-0.02;4.3;-0.07
17.66;5.61;195.68;-5.4;-1.52;-0.14;1.99;0.66;145.23;-0.54;0.38;-0.02;4.27;-0.07
17.57;5.41;195.46;-5.22;-1.44;-0.14;2.12;0.47;131.51;-0.31;0.35;-0.01;4.24;-0.07
17.47;5.2;195.24;-5.02;-1.37;-0.13;2.23;0.35;104.52;-0.09;0.34;-0.01;4.19;-0.07
17.38;4.98;195.01;-4.81;-1.29;-0.13;2.34;0.35;66.374;0.14;0.32;-0.01;4.14;-0.06
17.3;4.75;194.77;-4.6;-1.21;-0.12;2.45;0.47;39.767;0.36;0.3;-0.01;4.07;-0.06
17.22;4.52;194.52;-4.38;-1.13;-0.11;2.54;0.65;26.245;0.59;0.29;-0.02;3.99;-0.06
17.15;4.28;194.27;-4.15;-1.06;-0.11;2.64;0.85;18.97;0.81;0.28;-0.02;3.91;-0.06
17.08;4.04;194.01;-3.92;-0.98;-0.1;2.72;1.06;14.623;1.02;0.27;-0.03;3.81;-0.06
17.02;3.79;193.75;-3.68;-0.9;-0.1;2.79;1.26;11.802;1.24;0.26;-0.03;3.7;-0.05
16.96;3.54;193.48;-3.45;-0.83;-0.1;2.86;1.47;98.633;1.44;0.25;-0.04;3.59;-0.05
16.91;3.3;193.21;-3.21;-0.75;-0.09;2.92;1.66;8.473;1.65;0.25;-0.05;3.46;-0.05
16.86;3.04;192.94;-2.97;-0.68;-0.08;2.97;1.86;74.459;1.84;0.24;-0.05;3.32;-0.04
16.82;2.79;192.68;-2.73;-0.61;-0.08;3.01;2.05;66.705;2.03;0.24;-0.06;3.18;-0.04
16.79;2.55;192.43;-2.49;-0.55;-0.07;3.04;2.23;60.762;2.21;0.24;-0.06;3.02;-0.04
16.76;2.3;192.19;-2.25;-0.49;-0.06;3.06;2.4;56.163;2.39;0.23;-0.07;2.86;-0.03
16.74;2.06;191.98;-2.01;-0.43;-0.06;3.07;2.57;52.585;2.56;0.24;-0.07;2.69;-0.03
16.72;1.82;191.8;-1.78;-0.37;-0.05;3.07;2.72;49.802;2.71;0.24;-0.07;2.52;-0.02
16.71;1.58;191.66;-1.55;-0.32;-0.04;3.06;2.87;47.646;2.86;0.24;-0.08;2.34;-0.02
16.7;1.35;191.61;-1.32;-0.27;-0.04;3.04;3.01;45.995;3;0.24;-0.08;2.15;-0.01
16.7;1.13;191.68;-1.1;-0.23;-0.03;3.01;3.14;44.755;3.13;0.24;-0.09;1.96;-0.01
16.71;0.91;191.97;-0.89;-0.19;-0.02;2.97;3.26;43.854;3.25;0.25;-0.09;1.77;0
16.72;0.7;192.65;-0.68;-0.15;-0.02;2.92;3.36;43.233;3.35;0.25;-0.09;1.58;0
16.73;0.49;194.18;-0.48;-0.12;-0.01;2.86;3.46;4.285;3.45;0.26;-0.09;1.38;0.01
16.75;0.3;198.14;-0.29;-0.09;-0.01;2.8;3.55;42.665;3.54;0.26;-0.1;1.18;0.01
16.77;0.12;215.05;-0.1;-0.07;0;2.72;3.62;4.265;3.61;0.27;-0.1;0.99;0.02
16.8;0.09;327.02;0.08;-0.05;0;2.64;3.68;42.779;3.67;0.27;-0.1;0.79;0.03
16.83;0.25;352.05;0.25;-0.03;-0.01;2.55;3.74;43.032;3.73;0.28;-0.1;0.6;0.03
16.87;0.41;356.89;0.41;-0.02;-0.01;2.46;3.78;43.389;3.77;0.29;-0.1;0.42;0.04
16.91;0.56;358.65;0.56;-0.01;-0.02;2.36;3.81;43.836;3.79;0.29;-0.1;0.23;0.04
16.95;0.7;359.4;0.7;-0.01;-0.02;2.25;3.82;44.358;3.81;0.3;-0.1;0.05;0.05
17;0.84;359.68;0.84;0;-0.02;2.15;3.83;44.943;3.82;0.3;-0.1;-0.12;0.06
17.05;0.96;359.73;0.96;0;-0.03;2.03;3.83;4.558;3.82;0.3;-0.1;-0.28;0.06
17.1;1.08;359.63;1.08;-0.01;-0.03;1.92;3.82;46.259;3.81;0.31;-0.1;-0.44;0.07
17.16;1.18;359.44;1.18;-0.01;-0.03;1.8;3.8;46.968;3.78;0.31;-0.1;-0.58;0.07
17.21;1.28;359.18;1.28;-0.02;-0.03;1.68;3.76;4.77;3.75;0.31;-0.1;-0.72;0.08
17.27;1.37;358.89;1.37;-0.03;-0.04;1.55;3.72;48.446;3.71;0.31;-0.1;-0.85;0.08
17.33;1.45;358.56;1.45;-0.04;-0.04;1.43;3.68;49.196;3.66;0.32;-0.1;-0.97;0.09
17.4;1.52;358.22;1.52;-0.05;-0.04;1.31;3.62;49.943;3.61;0.32;-0.1;-1.08;0.09
17.46;1.59;357.87;1.59;-0.06;-0.04;1.18;3.56;5.068;3.54;0.31;-0.1;-1.18;0.1
17.53;1.64;357.51;1.64;-0.07;-0.04;1.06;3.49;51.399;3.47;0.31;-0.1;-1.26;0.1
